"","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","circ_tronco_cm_cat"
"22279",42147,"Acacia SP","05/05/2011 11:11","Bajo (2 - 4 mts)",5,"Chico",-68.84133,-32.87426,1,"Parque Central",1655358,0,"Bajo"
"22280",42148,"Acacia SP","05/05/2011 11:10","Bajo (2 - 4 mts)",5,"Chico",-68.84131,-32.87421,1,"Parque Central",1655358,0,"Bajo"
"22281",42149,"Acacia SP","05/05/2011 11:08","Bajo (2 - 4 mts)",5,"Chico",-68.8413,-32.87415,1,"Parque Central",1655358,0,"Bajo"
"22282",42150,"Acacia SP","05/05/2011 11:07","Bajo (2 - 4 mts)",6,"Chico",-68.84129,-32.87411,1,"Parque Central",1655358,0,"Bajo"
"22283",42151,"Acacia SP","04/05/2011 13:17","Bajo (2 - 4 mts)",8,"Chico",-68.84131,-32.874,1,"Parque Central",1655358,0,"Bajo"
"22284",42153,"Acacia SP","04/05/2011 13:13","Bajo (2 - 4 mts)",8,"Chico",-68.84142,-32.87398,1,"Parque Central",1655358,0,"Bajo"
"22285",42154,"Acacia SP","04/05/2011 13:12","Bajo (2 - 4 mts)",10,"Chico",-68.84147,-32.87397,1,"Parque Central",1655358,0,"Bajo"
"22286",42160,"Morera","04/05/2011 13:01","Medio (4 - 8 mts)",120,"Grande",-68.84162,-32.87381,1,"Parque Central",1655358,0,"Bajo"
"22287",42162,"Morera","04/05/2011 12:38","Medio (4 - 8 mts)",110,"Grande",-68.84159,-32.87369,1,"Parque Central",1655358,0,"Bajo"
"22288",42163,"Morera","04/05/2011 12:36","Medio (4 - 8 mts)",180,"Grande",-68.84157,-32.87363,1,"Parque Central",1655358,0,"Medio"
"22289",42164,"Morera","04/05/2011 12:34","Alto (> 8 mts)",200,"Grande",-68.84156,-32.87358,1,"Parque Central",1655358,0,"Medio"
"22290",42173,"lamo criollo","06/05/2011 11:15","Alto (> 8 mts)",102,"Grande",-68.84061,-32.87474,1,"Parque Central",1655358,0,"Bajo"
"22291",42174,"lamo criollo","06/05/2011 11:13","Alto (> 8 mts)",182,"Grande",-68.8406,-32.87468,1,"Parque Central",1655358,0,"Medio"
"22292",42177,"Morera","06/05/2011 11:04","Alto (> 8 mts)",163,"Grande",-68.84056,-32.87453,1,"Parque Central",1655358,0,"Medio"
"22293",42178,"Morera","06/05/2011 11:03","Alto (> 8 mts)",152,"Grande",-68.84044,-32.87431,1,"Parque Central",1655358,0,"Medio"
"22294",42179,"Morera","06/05/2011 10:42","Alto (> 8 mts)",150,"Grande",-68.84042,-32.87424,1,"Parque Central",1655358,0,"Medio"
"22295",42181,"Morera","06/05/2011 10:39","Alto (> 8 mts)",146,"Grande",-68.84038,-32.87409,1,"Parque Central",1655358,0,"Medio"
"22296",42182,"Morera","06/05/2011 10:38","Alto (> 8 mts)",162,"Grande",-68.84036,-32.87402,1,"Parque Central",1655358,0,"Medio"
"22297",42183,"Morera","06/05/2011 10:36","Alto (> 8 mts)",125,"Grande",-68.84035,-32.87398,1,"Parque Central",1655358,0,"Bajo"
"22298",42184,"Morera","06/05/2011 10:25","Alto (> 8 mts)",160,"Grande",-68.84034,-32.87394,1,"Parque Central",1655358,0,"Medio"
"22299",42186,"Fresno europeo","04/05/2011 11:15","Bajo (2 - 4 mts)",28,"Mediano",-68.84037,-32.87385,1,"Parque Central",1655358,0,"Bajo"
"22300",42189,"Fresno europeo","04/05/2011 11:09","Medio (4 - 8 mts)",34,"Mediano",-68.84045,-32.87369,4,"Cuarta Oeste",1173333,0,"Bajo"
"22301",42194,"Fresno europeo","04/05/2011 11:03","Bajo (2 - 4 mts)",34,"Mediano",-68.84058,-32.87343,4,"Cuarta Oeste",1173333,0,"Bajo"
"22302",42196,"Fresno europeo","04/05/2011 10:47","Bajo (2 - 4 mts)",26,"Mediano",-68.84077,-32.87332,4,"Cuarta Oeste",1173333,0,"Bajo"
"22303",42197,"Fresno europeo","04/05/2011 10:46","Bajo (2 - 4 mts)",38,"Mediano",-68.84082,-32.87329,4,"Cuarta Oeste",1173333,0,"Bajo"
"22304",42200,"Fresno europeo","04/05/2011 10:41","Bajo (2 - 4 mts)",36,"Mediano",-68.84101,-32.87319,4,"Cuarta Oeste",1173333,0,"Bajo"
"22305",42201,"Caducifolio","04/05/2011 10:38","Bajo (2 - 4 mts)",100,"Grande",-68.84109,-32.87316,4,"Cuarta Oeste",1173333,0,"Bajo"
"22306",42202,"Morera","04/05/2011 10:37","Medio (4 - 8 mts)",150,"Grande",-68.84117,-32.87312,4,"Cuarta Oeste",1173333,1,"Medio"
"22307",42203,"Morera","04/05/2011 10:34","Medio (4 - 8 mts)",120,"Grande",-68.84123,-32.8731,4,"Cuarta Oeste",1173333,0,"Bajo"
"22308",42204,"Morera","04/05/2011 10:32","Medio (4 - 8 mts)",130,"Grande",-68.8413,-32.87308,4,"Cuarta Oeste",1173333,0,"Medio"
"22309",42206,"Morera","04/05/2011 10:29","Medio (4 - 8 mts)",140,"Grande",-68.84144,-32.87303,4,"Cuarta Oeste",1173333,0,"Medio"
"22310",42209,"Morera","29/04/2011 14:06","Alto (> 8 mts)",180,"Grande",-68.83927,-32.87472,1,"Parque Central",1655358,0,"Medio"
"22311",42210,"Morera","29/04/2011 14:13","Alto (> 8 mts)",118,"Grande",-68.83924,-32.87462,1,"Parque Central",1655358,1,"Bajo"
"22312",42213,"Morera","29/04/2011 14:18","Alto (> 8 mts)",180,"Grande",-68.83919,-32.87442,1,"Parque Central",1655358,0,"Medio"
"22313",42217,"Morera","29/04/2011 14:23","Alto (> 8 mts)",96,"Grande",-68.83936,-32.87414,1,"Parque Central",1655358,0,"Bajo"
"22314",42219,"Morera","02/05/2011 09:50","Alto (> 8 mts)",190,"Grande",-68.8396,-32.87396,4,"Cuarta Oeste",1173333,0,"Medio"
"22315",42220,"Acer","02/05/2011 09:56","Medio (4 - 8 mts)",56,"Mediano",-68.83979,-32.87391,4,"Cuarta Oeste",1173333,0,"Bajo"
"22316",42222,"Morera","02/05/2011 09:59","Alto (> 8 mts)",125,"Grande",-68.8399,-32.8739,4,"Cuarta Oeste",1173333,0,"Bajo"
"22317",42223,"Morera","02/05/2011 10:00","Alto (> 8 mts)",105,"Grande",-68.83998,-32.87388,4,"Cuarta Oeste",1173333,0,"Bajo"
"22318",42225,"Morera","02/05/2011 10:10","Alto (> 8 mts)",120,"Grande",-68.84015,-32.87412,1,"Parque Central",1655358,0,"Bajo"
"22319",42228,"Morera","02/05/2011 10:14","Alto (> 8 mts)",160,"Grande",-68.84022,-32.87435,1,"Parque Central",1655358,0,"Medio"
"22320",42229,"Morera","02/05/2011 10:22","Alto (> 8 mts)",162,"Grande",-68.84021,-32.87455,1,"Parque Central",1655358,0,"Medio"
"22321",42230,"Morera","02/05/2011 10:23","Alto (> 8 mts)",120,"Grande",-68.84023,-32.87462,1,"Parque Central",1655358,0,"Bajo"
"22322",42231,"Morera","02/05/2011 10:25","Alto (> 8 mts)",165,"Grande",-68.84025,-32.87469,1,"Parque Central",1655358,0,"Medio"
"22323",42235,"Morera","28/04/2011 14:17","Alto (> 8 mts)",33,"Mediano",-68.83924,-32.87497,1,"Parque Central",1655358,0,"Bajo"
"22324",42243,"Morera","28/04/2011 14:05","Medio (4 - 8 mts)",50,"Mediano",-68.83911,-32.87451,1,"Parque Central",1655358,0,"Bajo"
"22325",42244,"Morera","28/04/2011 14:03","Alto (> 8 mts)",140,"Grande",-68.8391,-32.87447,1,"Parque Central",1655358,0,"Medio"
"22326",42245,"lamo blanco","28/04/2011 13:57","Alto (> 8 mts)",150,"Grande",-68.839,-32.87443,1,"Parque Central",1655358,0,"Medio"
"22327",42246,"Morera","28/04/2011 13:55","Alto (> 8 mts)",110,"Grande",-68.83894,-32.87447,1,"Parque Central",1655358,0,"Bajo"
"22328",42248,"Morera","28/04/2011 13:47","Alto (> 8 mts)",180,"Grande",-68.83867,-32.87465,1,"Parque Central",1655358,0,"Medio"
"22329",42249,"Morera","28/04/2011 13:43","Alto (> 8 mts)",110,"Grande",-68.83855,-32.87473,1,"Parque Central",1655358,0,"Bajo"
"22330",42250,"Fresno europeo","28/04/2011 13:41","Medio (4 - 8 mts)",35,"Mediano",-68.83846,-32.87479,1,"Parque Central",1655358,0,"Bajo"
"22331",42253,"Morera","28/04/2011 13:34","Alto (> 8 mts)",186,"Grande",-68.83826,-32.8749,1,"Parque Central",1655358,0,"Medio"
"22332",42262,"Morera","03/05/2011 11:21","Alto (> 8 mts)",115,"Grande",-68.83827,-32.87579,1,"Parque Central",1655358,0,"Bajo"
"22333",42263,"Morera","03/05/2011 11:23","Alto (> 8 mts)",110,"Grande",-68.83828,-32.87582,1,"Parque Central",1655358,0,"Bajo"
"22334",42264,"Morera","03/05/2011 11:31","Alto (> 8 mts)",115,"Grande",-68.8383,-32.8759,1,"Parque Central",1655358,0,"Bajo"
"22335",42265,"Morera","03/05/2011 11:34","Alto (> 8 mts)",98,"Grande",-68.83831,-32.87593,1,"Parque Central",1655358,0,"Bajo"
"22336",42270,"Morera","03/05/2011 11:51","Alto (> 8 mts)",120,"Grande",-68.83837,-32.87616,1,"Parque Central",1655358,0,"Bajo"
"22337",42271,"Morera","03/05/2011 11:52","Medio (4 - 8 mts)",95,"Grande",-68.83838,-32.87619,1,"Parque Central",1655358,0,"Bajo"
"22338",42274,"Olmo bola","03/05/2011 13:10","Alto (> 8 mts)",105,"Grande",-68.83842,-32.87643,1,"Parque Central",1655358,0,"Bajo"
"22339",42275,"Olmo bola","03/05/2011 13:08","Alto (> 8 mts)",115,"Grande",-68.8384,-32.87637,1,"Parque Central",1655358,0,"Bajo"
"22340",42277,"Morera","06/05/2011 13:14","Alto (> 8 mts)",120,"Grande",-68.84022,-32.87396,1,"Parque Central",1655358,0,"Bajo"
"22341",42278,"Morera","06/05/2011 13:15","Medio (4 - 8 mts)",50,"Mediano",-68.84025,-32.87405,1,"Parque Central",1655358,0,"Bajo"
"22342",42279,"Morera","06/05/2011 13:17","Medio (4 - 8 mts)",60,"Mediano",-68.84026,-32.87413,1,"Parque Central",1655358,0,"Bajo"
"22343",42297,"Morera","03/05/2011 11:39","Alto (> 8 mts)",140,"Grande",-68.84282,-32.87288,4,"Cuarta Oeste",1173333,0,"Medio"
"22344",42298,"Morera","03/05/2011 11:41","Alto (> 8 mts)",155,"Grande",-68.84276,-32.87287,4,"Cuarta Oeste",1173333,0,"Medio"
"22345",42299,"Morera","03/05/2011 11:42","Alto (> 8 mts)",120,"Grande",-68.8427,-32.87286,4,"Cuarta Oeste",1173333,0,"Bajo"
"22346",42301,"Perenne","03/05/2011 11:46","Muy bajo (1 - 2 mts)",15,"Chico",-68.84251,-32.87284,4,"Cuarta Oeste",1173333,0,"Bajo"
"22347",42303,"Morera","03/05/2011 11:51","Alto (> 8 mts)",85,"Grande",-68.84241,-32.87284,4,"Cuarta Oeste",1173333,1,"Bajo"
"22348",42304,"Morera","03/05/2011 11:52","Alto (> 8 mts)",200,"Grande",-68.84233,-32.87284,4,"Cuarta Oeste",1173333,0,"Medio"
"22349",42306,"Morera","03/05/2011 11:56","Alto (> 8 mts)",125,"Grande",-68.84218,-32.87286,4,"Cuarta Oeste",1173333,0,"Bajo"
"22350",42310,"Morera","03/05/2011 12:05","Alto (> 8 mts)",115,"Grande",-68.8419,-32.87291,4,"Cuarta Oeste",1173333,0,"Bajo"
"22351",42311,"Morera","03/05/2011 12:19","Alto (> 8 mts)",120,"Grande",-68.84182,-32.87293,4,"Cuarta Oeste",1173333,0,"Bajo"
"22352",42312,"Morera","03/05/2011 12:22","Alto (> 8 mts)",125,"Grande",-68.84177,-32.87294,4,"Cuarta Oeste",1173333,0,"Bajo"
"22353",42314,"Morera","03/05/2011 12:32","Alto (> 8 mts)",110,"Grande",-68.84167,-32.87296,4,"Cuarta Oeste",1173333,0,"Bajo"
"22354",42315,"Morera","03/05/2011 12:33","Alto (> 8 mts)",125,"Grande",-68.84163,-32.87297,4,"Cuarta Oeste",1173333,0,"Bajo"
"22355",42316,"Pltano","05/05/2011 12:08","Bajo (2 - 4 mts)",40,"Mediano",-68.84169,-32.87323,4,"Cuarta Oeste",1173333,0,"Bajo"
"22356",42318,"Pltano","05/05/2011 12:11","Bajo (2 - 4 mts)",34,"Mediano",-68.84171,-32.87329,4,"Cuarta Oeste",1173333,0,"Bajo"
"22357",42325,"Pltano","05/05/2011 12:23","Bajo (2 - 4 mts)",30,"Mediano",-68.84183,-32.87386,1,"Parque Central",1655358,0,"Bajo"
"22358",42326,"Fresno europeo","27/04/2011 12:12","Medio (4 - 8 mts)",38,"Mediano",-68.83808,-32.87571,1,"Parque Central",1655358,0,"Bajo"
"22359",42327,"Morera","27/04/2011 10:48","Medio (4 - 8 mts)",50,"Mediano",-68.83805,-32.87558,1,"Parque Central",1655358,0,"Bajo"
"22360",42329,"Morera","27/04/2011 10:43","Muy bajo (1 - 2 mts)",15,"Chico",-68.83799,-32.87531,1,"Parque Central",1655358,0,"Bajo"
"22361",42332,"Morera","27/04/2011 10:00","Alto (> 8 mts)",160,"Grande",-68.83775,-32.87542,1,"Parque Central",1655358,0,"Medio"
"22362",42333,"Morera","27/04/2011 09:58","Alto (> 8 mts)",152,"Grande",-68.83767,-32.8755,1,"Parque Central",1655358,0,"Medio"
"22363",42334,"Morera","27/04/2011 09:57","Alto (> 8 mts)",150,"Grande",-68.83761,-32.87556,1,"Parque Central",1655358,0,"Medio"
"22364",42335,"Morera","27/04/2011 09:55","Medio (4 - 8 mts)",90,"Grande",-68.83755,-32.87562,1,"Parque Central",1655358,0,"Bajo"
"22365",42340,"Eucalyptus","26/04/2011 13:59","Alto (> 8 mts)",290,"Grande",-68.83723,-32.87612,1,"Parque Central",1655358,0,"Alto"
"22366",42341,"Morera","26/04/2011 13:57","Medio (4 - 8 mts)",50,"Mediano",-68.83716,-32.87603,1,"Parque Central",1655358,0,"Bajo"
"22367",42342,"Morera","26/04/2011 13:54","Medio (4 - 8 mts)",52,"Mediano",-68.83711,-32.87608,1,"Parque Central",1655358,0,"Bajo"
"22368",42344,"Fresno europeo","05/10/2011 11:28","Muy bajo (1 - 2 mts)",3,"Chico",-68.83512,-32.87628,4,"Cuarta Este Área Fundacional",1822016,0,"Bajo"
"22369",42345,"Paraiso","05/10/2011 11:27","Alto (> 8 mts)",72,"Grande",-68.83497,-32.87629,4,"Cuarta Este Área Fundacional",1822016,0,"Bajo"
"22370",42347,"Morera","05/10/2011 11:25","Alto (> 8 mts)",123,"Grande",-68.83487,-32.87619,4,"Cuarta Este Área Fundacional",1822016,1,"Bajo"
"22371",42349,"Morera","05/10/2011 11:23","Medio (4 - 8 mts)",18,"Chico",-68.83486,-32.87603,4,"Cuarta Este Área Fundacional",1822016,0,"Bajo"
"22372",42351,"Morera","05/10/2011 11:20","Alto (> 8 mts)",128,"Grande",-68.83485,-32.87589,4,"Cuarta Este Área Fundacional",1822016,1,"Medio"
"22373",42354,"Pltano","05/10/2011 11:13","Alto (> 8 mts)",230,"Grande",-68.83482,-32.87556,4,"Cuarta Este Área Fundacional",1822016,0,"Medio"
"22374",42355,"Pltano","05/10/2011 11:12","Alto (> 8 mts)",280,"Grande",-68.83481,-32.87546,4,"Cuarta Este Área Fundacional",1822016,0,"Alto"
"22375",42357,"Morera","05/10/2011 11:10","Alto (> 8 mts)",102,"Grande",-68.8348,-32.87529,4,"Cuarta Este Área Fundacional",1822016,0,"Bajo"
"22376",42358,"Fresno europeo","05/10/2011 11:08","Alto (> 8 mts)",125,"Grande",-68.83484,-32.87517,4,"Cuarta Este Área Fundacional",1822016,0,"Bajo"
"22377",42360,"Fresno europeo","05/10/2011 11:06","Alto (> 8 mts)",130,"Grande",-68.835,-32.87517,4,"Cuarta Este Área Fundacional",1822016,0,"Medio"
"22378",42361,"Paraiso sombrilla","29/09/2011 10:39","Bajo (2 - 4 mts)",33,"Mediano",-68.83437,-32.87628,4,"Cuarta Este Área Fundacional",1822016,0,"Bajo"
"22379",42362,"Morera","29/09/2011 10:37","Alto (> 8 mts)",150,"Grande",-68.8347,-32.87547,4,"Cuarta Este Área Fundacional",1822016,0,"Medio"
"22380",42363,"Morera","29/09/2011 10:35","Alto (> 8 mts)",160,"Grande",-68.8347,-32.87555,4,"Cuarta Este Área Fundacional",1822016,0,"Medio"
"22381",42366,"Morera","29/09/2011 10:29","Alto (> 8 mts)",160,"Grande",-68.83473,-32.87578,4,"Cuarta Este Área Fundacional",1822016,0,"Medio"
"22382",42367,"Morera","29/09/2011 10:28","Alto (> 8 mts)",100,"Grande",-68.83473,-32.87584,4,"Cuarta Este Área Fundacional",1822016,0,"Bajo"
"22383",42368,"Morera","29/09/2011 10:27","Medio (4 - 8 mts)",78,"Grande",-68.83474,-32.87588,4,"Cuarta Este Área Fundacional",1822016,0,"Bajo"
"22384",42369,"Morera","29/09/2011 10:21","Alto (> 8 mts)",160,"Grande",-68.83474,-32.87596,4,"Cuarta Este Área Fundacional",1822016,0,"Medio"
"22385",42374,"Pltano","29/09/2011 11:56","Alto (> 8 mts)",240,"Grande",-68.83469,-32.87631,4,"Cuarta Este Área Fundacional",1822016,0,"Medio"
"22386",42375,"Pltano","29/09/2011 11:55","Alto (> 8 mts)",240,"Grande",-68.83463,-32.87631,4,"Cuarta Este Área Fundacional",1822016,0,"Medio"
"22387",42377,"Morera","29/09/2011 11:52","Bajo (2 - 4 mts)",55,"Mediano",-68.83445,-32.87632,4,"Cuarta Este Área Fundacional",1822016,0,"Bajo"
"22388",42378,"Morera","29/09/2011 11:49","Alto (> 8 mts)",160,"Grande",-68.83439,-32.87632,4,"Cuarta Este Área Fundacional",1822016,1,"Medio"
"22389",42379,"Ailanthus","29/09/2011 11:48","Alto (> 8 mts)",120,"Grande",-68.83433,-32.87633,4,"Cuarta Este Área Fundacional",1822016,0,"Bajo"
"22390",42384,"Morera","29/09/2011 11:41","Alto (> 8 mts)",115,"Grande",-68.83375,-32.87635,4,"Cuarta Este Área Fundacional",1822016,0,"Bajo"
"22391",42385,"Morera","29/09/2011 11:40","Medio (4 - 8 mts)",100,"Grande",-68.83366,-32.87627,4,"Cuarta Este Área Fundacional",1822016,0,"Bajo"
"22392",42386,"Morera","29/09/2011 11:38","Alto (> 8 mts)",160,"Grande",-68.83365,-32.87609,4,"Cuarta Este Área Fundacional",1822016,0,"Medio"
"22393",42388,"Pltano","29/09/2011 11:34","Alto (> 8 mts)",240,"Grande",-68.83365,-32.87592,4,"Cuarta Este Área Fundacional",1822016,0,"Medio"
"22394",42389,"Morera","29/09/2011 11:32","Alto (> 8 mts)",145,"Grande",-68.83364,-32.87576,4,"Cuarta Este Área Fundacional",1822016,1,"Medio"
"22395",42390,"Pltano","29/09/2011 11:29","Alto (> 8 mts)",220,"Grande",-68.83363,-32.87568,4,"Cuarta Este Área Fundacional",1822016,1,"Medio"
"22396",42391,"Fresno americano","29/09/2011 11:26","Medio (4 - 8 mts)",90,"Grande",-68.83362,-32.87548,4,"Cuarta Este Área Fundacional",1822016,0,"Bajo"
"22397",42393,"Fresno europeo","29/09/2011 11:21","Alto (> 8 mts)",180,"Grande",-68.83368,-32.87525,4,"Cuarta Este Área Fundacional",1822016,0,"Medio"
"22398",42399,"Morera","29/09/2011 10:51","Alto (> 8 mts)",178,"Grande",-68.83418,-32.87522,4,"Cuarta Este Área Fundacional",1822016,1,"Medio"
"22399",42400,"Morera","29/09/2011 10:49","Alto (> 8 mts)",160,"Grande",-68.83433,-32.87522,4,"Cuarta Este Área Fundacional",1822016,0,"Medio"
"22400",42401,"Fresno europeo","29/09/2011 10:47","Medio (4 - 8 mts)",66,"Grande",-68.83442,-32.87521,4,"Cuarta Este Área Fundacional",1822016,0,"Bajo"
"22401",42409,"Fresno europeo","28/09/2011 11:38","Alto (> 8 mts)",250,"Grande",-68.83251,-32.87532,4,"Cuarta Este Área Fundacional",1822016,0,"Medio"
"22402",42411,"Fresno americano","28/09/2011 11:30","Alto (> 8 mts)",120,"Grande",-68.83286,-32.8753,4,"Cuarta Este Área Fundacional",1822016,0,"Bajo"
"22403",42413,"Morera","28/09/2011 11:25","Alto (> 8 mts)",130,"Grande",-68.83313,-32.87528,4,"Cuarta Este Área Fundacional",1822016,1,"Medio"
"22404",42416,"Morera","28/09/2011 11:21","Alto (> 8 mts)",180,"Grande",-68.83336,-32.87527,4,"Cuarta Este Área Fundacional",1822016,1,"Medio"
"22405",42417,"Fresno europeo","28/09/2011 11:20","Muy bajo (1 - 2 mts)",8,"Chico",-68.83342,-32.87527,4,"Cuarta Este Área Fundacional",1822016,0,"Bajo"
"22406",42419,"Fresno europeo","28/09/2011 11:15","Alto (> 8 mts)",130,"Grande",-68.83349,-32.87538,4,"Cuarta Este Área Fundacional",1822016,1,"Medio"
"22407",42420,"Pltano","28/09/2011 11:14","Alto (> 8 mts)",168,"Grande",-68.8335,-32.87547,4,"Cuarta Este Área Fundacional",1822016,0,"Medio"
"22408",42421,"Morera","28/09/2011 11:12","Alto (> 8 mts)",165,"Grande",-68.8335,-32.87555,4,"Cuarta Este Área Fundacional",1822016,0,"Medio"
"22409",42422,"Pltano","28/09/2011 11:11","Alto (> 8 mts)",170,"Grande",-68.8335,-32.87562,4,"Cuarta Este Área Fundacional",1822016,0,"Medio"
"22410",42423,"Pltano","28/09/2011 11:10","Alto (> 8 mts)",106,"Grande",-68.8335,-32.87568,4,"Cuarta Este Área Fundacional",1822016,0,"Bajo"
"22411",42424,"Fresno europeo","28/09/2011 11:08","Medio (4 - 8 mts)",64,"Grande",-68.8335,-32.87576,4,"Cuarta Este Área Fundacional",1822016,0,"Bajo"
"22412",42426,"Paraiso","26/09/2011 10:54","Medio (4 - 8 mts)",62,"Grande",-68.83351,-32.87589,4,"Cuarta Este Área Fundacional",1822016,0,"Bajo"
"22413",42428,"Morera","26/09/2011 10:51","Alto (> 8 mts)",7,"Chico",-68.83351,-32.876,4,"Cuarta Este Área Fundacional",1822016,0,"Bajo"
"22414",42435,"Morera","26/09/2011 10:36","Alto (> 8 mts)",135,"Grande",-68.83307,-32.87639,4,"Cuarta Este Área Fundacional",1822016,0,"Medio"
"22415",42436,"Pltano","26/09/2011 10:35","Alto (> 8 mts)",185,"Grande",-68.83298,-32.8764,4,"Cuarta Este Área Fundacional",1822016,0,"Medio"
"22416",42438,"Morera","26/09/2011 10:32","Alto (> 8 mts)",180,"Grande",-68.83273,-32.87641,4,"Cuarta Este Área Fundacional",1822016,0,"Medio"
"22417",42439,"Morera","26/09/2011 10:28","Alto (> 8 mts)",55,"Mediano",-68.83265,-32.87641,4,"Cuarta Este Área Fundacional",1822016,0,"Bajo"
"22418",42440,"Morera","26/09/2011 10:26","Alto (> 8 mts)",138,"Grande",-68.83258,-32.87642,4,"Cuarta Este Área Fundacional",1822016,1,"Medio"
"22419",42441,"Morera","26/09/2011 10:22","Alto (> 8 mts)",135,"Grande",-68.83248,-32.87643,4,"Cuarta Este Área Fundacional",1822016,1,"Medio"
"22420",42442,"Morera","26/09/2011 10:21","Alto (> 8 mts)",130,"Grande",-68.83241,-32.87643,4,"Cuarta Este Área Fundacional",1822016,0,"Medio"
"22421",42443,"Olmo bola","26/09/2011 10:20","Alto (> 8 mts)",72,"Grande",-68.8323,-32.87644,4,"Cuarta Este Área Fundacional",1822016,0,"Bajo"
"22422",42444,"Morera","26/09/2011 10:18","Alto (> 8 mts)",125,"Grande",-68.83227,-32.87639,4,"Cuarta Este Área Fundacional",1822016,0,"Bajo"
"22423",42446,"Acacia SP","26/09/2011 10:14","Medio (4 - 8 mts)",52,"Mediano",-68.83226,-32.87626,4,"Cuarta Este Área Fundacional",1822016,0,"Bajo"
"22424",42448,"Paraiso","26/09/2011 10:07","Medio (4 - 8 mts)",50,"Mediano",-68.83226,-32.87613,4,"Cuarta Este Área Fundacional",1822016,0,"Bajo"
"22425",42449,"Acacia SP","26/09/2011 10:05","Medio (4 - 8 mts)",67,"Grande",-68.83225,-32.87608,4,"Cuarta Este Área Fundacional",1822016,0,"Bajo"
"22426",42450,"Acacia SP","26/09/2011 10:03","Alto (> 8 mts)",200,"Grande",-68.83225,-32.87596,4,"Cuarta Este Área Fundacional",1822016,0,"Medio"
"22427",42453,"Morera","26/09/2011 09:58","Alto (> 8 mts)",78,"Grande",-68.83223,-32.87573,4,"Cuarta Este Área Fundacional",1822016,0,"Bajo"
"22428",42454,"Fresno europeo","26/09/2011 09:56","Alto (> 8 mts)",112,"Grande",-68.83223,-32.87564,4,"Cuarta Este Área Fundacional",1822016,0,"Bajo"
"22429",42455,"Acacia SP","26/09/2011 09:55","Alto (> 8 mts)",122,"Grande",-68.83223,-32.87554,4,"Cuarta Este Área Fundacional",1822016,0,"Bajo"
"22430",42456,"Fresno europeo","26/09/2011 09:53","Alto (> 8 mts)",185,"Grande",-68.83222,-32.87539,4,"Cuarta Este Área Fundacional",1822016,0,"Medio"
"22431",42458,"Fresno europeo","30/09/2011 17:29","Medio (4 - 8 mts)",78,"Grande",-68.8321,-32.87545,4,"Cuarta Este Área Fundacional",1822016,0,"Bajo"
"22432",42461,"Fresno europeo","30/09/2011 17:24","Alto (> 8 mts)",140,"Grande",-68.83211,-32.87567,4,"Cuarta Este Área Fundacional",1822016,0,"Medio"
"22433",42462,"Morera","30/09/2011 17:23","Alto (> 8 mts)",190,"Grande",-68.83212,-32.87583,4,"Cuarta Este Área Fundacional",1822016,1,"Medio"
"22434",42463,"Fresno europeo","30/09/2011 17:22","Alto (> 8 mts)",128,"Grande",-68.83211,-32.87592,4,"Cuarta Este Área Fundacional",1822016,0,"Medio"
"22435",42464,"Fresno europeo","30/09/2011 17:21","Alto (> 8 mts)",130,"Grande",-68.83212,-32.876,4,"Cuarta Este Área Fundacional",1822016,0,"Medio"
"22436",42465,"Fresno europeo","30/09/2011 17:20","Medio (4 - 8 mts)",78,"Grande",-68.83213,-32.87607,4,"Cuarta Este Área Fundacional",1822016,0,"Bajo"
"22437",42466,"Paraiso","30/09/2011 17:18","Medio (4 - 8 mts)",70,"Grande",-68.83214,-32.87616,4,"Cuarta Este Área Fundacional",1822016,0,"Bajo"
"22438",42470,"Morera","30/09/2011 15:10","Alto (> 8 mts)",125,"Grande",-68.83211,-32.87644,4,"Cuarta Este Área Fundacional",1822016,0,"Bajo"
"22439",42471,"Morera","30/09/2011 15:09","Medio (4 - 8 mts)",105,"Grande",-68.83202,-32.87644,4,"Cuarta Este Área Fundacional",1822016,0,"Bajo"
"22440",42473,"Morera","30/09/2011 15:05","Alto (> 8 mts)",142,"Grande",-68.83179,-32.87646,4,"Cuarta Este Área Fundacional",1822016,1,"Medio"
"22441",42474,"Perenne","30/09/2011 14:58","Medio (4 - 8 mts)",70,"Grande",-68.83151,-32.87647,4,"Cuarta Este Área Fundacional",1822016,1,"Bajo"
"22442",42475,"Morera","30/09/2011 14:55","Alto (> 8 mts)",160,"Grande",-68.83141,-32.87648,4,"Cuarta Este Área Fundacional",1822016,0,"Medio"
"22443",42476,"Morera","30/09/2011 14:52","Alto (> 8 mts)",150,"Grande",-68.83125,-32.87649,4,"Cuarta Este Área Fundacional",1822016,0,"Medio"
"22444",42478,"Morera","30/09/2011 12:51","Medio (4 - 8 mts)",70,"Grande",-68.83107,-32.8765,4,"Cuarta Este Área Fundacional",1822016,0,"Bajo"
"22445",42479,"Pltano","30/09/2011 12:49","Alto (> 8 mts)",230,"Grande",-68.8309,-32.87651,4,"Cuarta Este Área Fundacional",1822016,0,"Medio"
"22446",42486,"Morera","30/09/2011 12:37","Alto (> 8 mts)",180,"Grande",-68.8308,-32.8759,4,"Cuarta Este Área Fundacional",1822016,1,"Medio"
